codigo_neg;codigo_negociado;codigo_negociado_norm;codigo_cum;codigo_cum_norm;cantidad_total_1;cantidad_parcial_1;cantidad_pendiente_1;cantidad_total_2;cantidad_parcial_2;cantidad_pendiente_2;cantidad_total_3;cantidad_parcial_3;cantidad_pendiente_3;cantidad_total_4;cantidad_parcial_4;cantidad_pendiente_4;cantidad_total_5;cantidad_parcial_5;cantidad_pendiente_5;cantidad_total_6;cantidad_parcial_6;cantidad_pendiente_6;cantidad_total_7;cantidad_parcial_7;cantidad_pendiente_7;total_entregado_total;total_entregado_parcial;total_pendiente;;matched_rows_per_source
AP20922;AP20922;AP20922;;;1557;;;1728;;;2120;;;1420;;;1061;120;;776;240;;15;;;8677;360;0;9037;{'1': [773, 775, 6919, 909, 5774, 6414, 12816, 3858, 2581, 2454, 2074, 27, 12187, 1054, 13215, 4641, 931, 2467, 678, 2727, 14887, 9386, 7723, 13357, 815, 5039, 178, 3250, 820, 1332, 1972, 696, 14009, 8507, 2236, 322, 1093, 2887, 13641, 5454, 11854, 12113, 7506, 6483, 5976, 13272, 2010, 8666, 10459, 1117, 2398, 2271, 6240, 225, 6493, 8799, 10723, 14942, 2535, 6631, 9831, 14698, 12526, 2287, 2416, 10991, 13295, 2680, 14076, 13439], '2': [7554, 3971, 6533, 8967, 776, 9482, 6158, 3471, 7694, 11408, 13327, 13455, 4628, 5529, 4890, 9758, 8863, 10784, 9506, 5923, 7204, 4389, 7718, 8228, 4520, 5289, 2478, 8494, 11311, 1713, 179, 4147, 6195, 12980, 10167, 5816, 3257, 7864, 8125, 7998, 5567, 11841, 4290, 10307, 11844, 6599, 14919, 4427, 5074, 7762, 7637, 855, 5975, 5593, 11517, 10971, 3039, 4064, 4449, 5730, 10847, 7272, 14696, 2026, 3695, 9968, 4721, 3059, 7669, 9077, 119, 4474, 8701, 10110], '3': [9737, 13837, 9748, 28, 14369, 3629, 9777, 13874, 571, 7743, 12863, 11341, 12374, 4188, 2143, 6251, 11373, 13432, 9346, 11396, 13963, 8332, 13452, 2192, 8339, 9377, 11956, 12982, 2744, 13500, 11969, 9416, 6874, 13025, 8426, 13034, 2805, 12547, 14600, 6416, 14608, 12051, 6937, 11556, 6437, 9521, 14129, 1334, 10039, 9529, 14137, 316, 5447, 10568, 4948, 6487, 12127, 14692, 8037, 14200, 13689, 3476, 13719, 11161, 8602, 1435, 5533, 7585, 11690, 4527, 14776, 8140, 8150, 992, 481, 3043, 14825, 8187], '4': [1024, 5760, 13825, 3460, 390, 7047, 7817, 653, 7952, 17, 9105, 20, 14741, 11415, 12951, 7321, 1436, 4381, 670, 2334, 14624, 7203, 9891, 10107, 14243, 8104, 11049, 2092, 14508, 13230, 14637, 12466, 4020, 11701, 694, 7990, 10686, 11966, 3905, 963, 2243, 1733, 4422, 11975, 10440, 8906, 971, 5200, 1745, 2514, 8020, 3706, 14550, 10072, 9951, 865, 13028, 1000, 2152, 7401, 2412, 11502, 12030, 12528, 7410, 759, 12921, 2170, 5371, 4478], '5': [11136, 7, 7817, 14732, 13, 1169, 18, 7699, 5652, 5781, 278, 10772, 8600, 14614, 13725, 13855, 11296, 11169, 11808, 13217, 13477, 8998, 6648, 11817, 5035, 12459, 5294, 13614, 10426, 66, 1730, 6338, 7757, 1742, 1744, 977, 8400, 14032, 11221, 9430, 3159, 5215, 1760, 9951, 4711, 11368, 11241, 11501, 10222, 3183, 9079, 5364, 1397, 7031, 888, 1407], '6': [4224, 4483, 5641, 5497, 13836, 10640, 6546, 19, 5527, 10392, 4890, 9379, 12580, 9765, 5040, 5557, 3382, 7865, 5052, 8513, 8641, 14017, 11076, 4805, 5701, 7109, 13127, 4427, 6476, 8524, 4047, 6992, 4177, 4690, 8659, 11863, 5466, 14429, 8161, 13540, 14822, 6503, 8554, 5867, 8811, 13426, 7668, 5625, 11259, 4732], '7': [2146, 515, 1607, 649, 300, 2255, 1360, 5970, 404, 153, 1821]}
AP20925;AP20925;AP20925;;;1;;;1;;;;;;2;;;;;;1;;;;;;5;0;0;5;{'1': [2988], '2': [5459], '3': [], '4': [1659, 11923], '5': [], '6': [923], '7': [3222]}
AP20926;AP20926;AP20926;;;;;;;;;;;;16;;;1;;;4;;;;;;21;0;0;21;{'1': [], '2': [], '3': [], '4': [14210, 14213], '5': [157], '6': [12198, 13033, 14071, 5395, 10934, 11959, 7069, 14942], '7': [3744, 7969, 11426, 4099, 11490, 2245, 3749, 7717, 2570, 3212, 3629, 7856, 10962, 4467, 3861, 3453, 7966, 6399]}
AP20942;AP20942;AP20942;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': [], '6': [], '7': []}
AP20943;AP20943;AP20943;;;;;;;;;;;;;;;2;;;3;;;;;;5;0;0;5;{'1': [], '2': [], '3': [], '4': [], '5': [14794], '6': [12930, 7939, 361, 13649, 14163, 13565, 12858, 12989], '7': [6105, 4979, 11699]}
AP20952;AP20952;AP20952;;;740;;;407;;;1166;;;614;;;534;;;337;30;;40;;;3838;30;0;3868;{'1': [3585, 3332, 2694, 6412, 13588, 1815, 12188, 2333, 13469, 11560, 11178, 304, 1585, 9520, 13240, 13753, 2497, 12610, 14278, 11600, 12112, 14546, 1384, 2027, 3056, 3185, 3696, 13942, 13048, 3065], '2': [4769, 6690, 6052, 9542, 11, 235, 8782, 12348, 8592, 6226, 2364, 3478, 4984, 13337, 13050, 3580, 11197], '3': [13952, 13314, 4995, 12421, 1673, 12686, 8849, 9622, 12697, 4890, 14747, 9245, 11805, 13214, 7974, 13950, 10283, 13230, 9008, 8498, 14644, 6970, 13115, 13886, 5313, 1859, 8772, 1095, 1736, 13641, 4813, 14036, 6869, 12891, 3935, 13420, 3309, 9712, 8945, 6514, 7282, 13428, 13046, 13820, 9597, 8958], '4': [7816, 4623, 8978, 11410, 12823, 7449, 7580, 8098, 3109, 14256, 2097, 7217, 2099, 2101, 2103, 14263, 14271, 10947, 197, 7883, 4174, 8023, 8282, 6622, 13160, 12397, 110, 10735, 7920, 10485, 5628], '5': [4737, 4866, 9858, 6148, 10370, 8840, 5645, 8854, 10024, 9905, 14646, 9018, 1211, 13131, 4813, 3544, 6243, 8551, 6127, 4081, 10866, 8955], '6': [3168, 5378, 4163, 741, 7845, 839, 6023, 6409, 4204, 1517, 5720, 2845], '7': [8161, 1730, 1192, 1992, 4882, 1878]}
AP20974;AP20974;AP20974;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': [], '6': [], '7': []}
AP20984;AP20984;AP20984;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': [], '6': [], '7': []}
AP20998;AP20998;AP20998;;;493;;;517;;;605;;;908;;;934;;;780;10;;;;;4237;10;0;4247;{'1': [5256, 5896, 6027, 9614, 1811, 2714, 10532, 1189, 5159, 2611, 2870, 10424, 7998, 9793, 13633, 14918, 4424, 3658, 14935, 9570, 3560, 13177, 4077, 6766, 3060, 10996, 1526, 14327, 1272, 3705], '2': [5760, 1923, 4368, 3857, 8212, 11291, 6303, 14883, 1958, 8232, 7466, 7978, 9003, 1204, 3385, 6203, 188, 6205, 4294, 8140, 2256, 13010, 3048, 4971, 6635, 7918, 1776, 3313, 6770, 9971, 11001, 13820, 895], '3': [8066, 9099, 10639, 5264, 12822, 919, 921, 410, 1959, 13097, 11313, 9911, 7864, 7736, 9277, 12733, 6719, 14526, 11767, 3786, 9930, 1108, 14293, 14934, 10591, 2400, 13663, 3042, 11752, 2537, 5101, 13170, 10359, 11769, 10234, 10364], '4': [7810, 7300, 2821, 4485, 136, 12554, 12299, 10259, 3221, 7574, 12313, 11292, 13724, 11297, 11427, 10533, 8870, 9256, 14634, 3371, 11565, 818, 6195, 10803, 821, 8501, 14258, 8377, 10493, 9787, 956, 957, 8765, 5825, 8391, 11080, 6217, 1099, 8400, 9552, 5330, 14291, 11389, 4570, 10458, 13402, 8413, 3294, 10208, 13798, 1255, 14062, 6512, 12276, 7805], '5': [4611, 9097, 12046, 7954, 14995, 8340, 9876, 12821, 10007, 5784, 13975, 7707, 12059, 8735, 6820, 14758, 808, 2217, 4270, 14766, 3888, 9394, 7476, 695, 8376, 7482, 5563, 10044, 832, 1602, 966, 9414, 1609, 9299, 11732, 10326, 7255, 4312, 7900, 8673, 14308, 3942, 12264, 7274, 3693, 10221, 10994, 11506, 4212, 6773, 9462, 12788, 6008, 12794, 10106, 4348], '6': [3078, 8839, 7560, 394, 8074, 6158, 5903, 8850, 3604, 8088, 6425, 8984, 5533, 4000, 8480, 4386, 8481, 8356, 14114, 13222, 1324, 10284, 7728, 53, 1974, 3512, 6975, 1994, 8266, 2901, 8790, 7898, 2527, 1376, 9208, 9188, 2789, 3557, 6501, 9064, 10093, 8815, 882, 5112, 8185], '7': [121]}
AP21000;AP21000;AP21000;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': [], '6': [], '7': []}
AP21002;AP21002;AP21002;;;2;;;7;;;3;;;4;;;10;;;8;;;;;;34;0;0;34;{'1': [3865, 7226], '2': [3650, 13320, 9801, 14380, 11086, 9198, 4604], '3': [4880, 8936, 14411], '4': [12064, 1497, 11587, 13709], '5': [10114, 3075, 8995, 6665, 4847, 9681, 12690, 2196, 5497, 9051], '6': [10908, 6629, 11466, 9228, 11916, 8686, 12463, 10130, 9755, 10300, 11261, 8414, 7935], '7': [1282, 11458, 8591, 2452, 13046, 1596, 10141, 6911]}
AP21003;AP21003;AP21003;;;;;;1;;;1;;;;;;;;;4;;;;;;6;0;0;6;{'1': [], '2': [12868], '3': [1132], '4': [], '5': [], '6': [12520, 1552, 6933, 6966, 6841], '7': [5124, 10217, 10621, 11645, 8574]}
AP21005;AP21005;AP21005;;;1;;;3;;;;;;5;;;5;;;4;;;1;;;19;0;0;19;{'1': [14699], '2': [7273, 9083, 7085], '3': [], '4': [12618, 2032, 3600, 9776, 5813], '5': [3168, 13578, 4877, 13652, 5877], '6': [13606, 6571, 9388, 5585, 11484, 4383], '7': [3703, 7640, 12936, 7178, 12458, 1709, 238, 4685, 7759, 5137, 10349, 10069, 2038, 3479, 4918, 762, 5948]}
AP21012;AP21012;AP21012;;;168;;;812;;;;;;280;;;84;56;;280;;;;;;1624;56;0;1680;{'1': [2344, 42, 1235, 2950], '2': [7168, 7361, 5506, 8928, 8389, 6247, 5767, 7049, 7178, 9454, 7349, 8477, 8414], '3': [], '4': [13053, 13591, 3621, 11941], '5': [13699, 12140, 13599], '6': [3457, 4362, 6678, 6999], '7': [3057, 932, 8220, 8935]}
AP21013;AP21013;AP21013;;;;;;28;;;;;;56;;;84;;;;;;;;;168;0;0;168;{'1': [], '2': [5743], '3': [], '4': [3810], '5': [10963], '6': [], '7': []}
AP21014;AP21014;AP21014;;;;;;;;;;;;;;;;21;;315;84;;;;;315;105;0;420;{'1': [], '2': [], '3': [], '4': [], '5': [11632], '6': [6371, 4677, 167, 9943, 10315, 3021, 8909, 8727, 7999], '7': [10784, 10323, 12620]}
AP21036;AP21036;AP21036;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': [], '6': [], '7': []}
AP21038;AP21038;AP21038;;;;;;;;;;;;;;;;;;2;;;;;;2;0;0;2;{'1': [], '2': [], '3': [], '4': [], '5': [], '6': [7442, 9884], '7': []}
AP21039;AP21039;AP21039;;;68;;;474;;;406;;;478;;;388;;;20;;;28;;;1862;0;0;1862;{'1': [14060, 1964, 14895], '2': [4321, 8482, 7494, 11913, 11146, 6859, 8011, 12010, 7825, 6866, 8883, 3188, 13521, 9338, 12924, 12189, 10335, 4927], '3': [6400, 9952, 9573, 13605, 12327, 9960, 14725, 14738, 7572, 2548, 14517, 13943, 11960, 8505, 11962], '4': [4225, 9345, 11275, 2701, 11279, 12318, 292, 5159, 12716, 14381, 6072, 3386, 13117, 4927, 5965, 12110, 14926, 13914, 13166, 12785], '5': [5518, 12183, 2200, 6429, 7966, 5292, 9004, 8502, 4028, 8130, 3019, 8016, 8017, 9938, 8028, 3550, 10225, 7413, 8057, 9852], '6': [11680, 12193, 11051, 12301, 11632, 11218, 13239, 10713, 13241], '7': [2308, 266, 5899, 1932, 3352, 2081, 1828, 4141, 1456, 2107, 2622, 2500, 2501, 12023, 4944, 1750, 8802, 4725, 375, 3961, 7807]}
AP21041;AP21041;AP21041;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': [], '6': [], '7': []}
AP21048;AP21048;AP21048;;;115;;;393;;;163;;;505;;;207;;;311;24;;;;;1694;24;0;1718;{'1': [10080, 14153, 335, 5683, 2487, 3131], '2': [4486, 4295, 9663, 9322, 1676, 5006, 4112, 6289, 1845, 7097, 8959], '3': [13056, 10342, 1420, 13550, 918, 11672, 13211, 9276], '4': [13706, 1298, 11282, 14610, 13339, 11036, 3612, 6174, 3363, 5288, 11832, 1209, 10811, 10694, 8018, 8662, 6360, 5468, 14686, 14687, 11235, 12648, 3055, 1274, 8444], '5': [7264, 11204, 14341, 8680, 8590, 10640, 4660, 6805, 10714, 8031], '6': [6114, 8034, 4649, 714, 5099, 8905, 10815, 8462, 12112, 4435, 5076, 7061, 12086, 12502, 8856, 7002, 8638, 4159], '7': [355, 5220, 9412, 678, 2749, 9599, 3465, 8969, 9727, 4626, 5107, 8594, 1365, 2296, 8414, 797, 1502, 8703]}
AP21049;AP21049;AP21049;;;;;;;;;;;;;;;10;;;8;;;;;;18;0;0;18;{'1': [], '2': [], '3': [], '4': [], '5': [10082, 11340], '6': [146, 198], '7': []}
AP21051;AP21051;AP21051;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': [], '6': [11046, 14919, 12110, 11891, 12020, 11128, 13400, 10399], '7': [449, 2498, 4835, 8613, 2380, 6700, 12012, 12045, 12816, 12603, 4627, 5434, 6811, 3997]}
AP21056;AP21056;AP21056;;;;;;;;;;;;;;;7;;;;;;;;;7;0;0;7;{'1': [], '2': [], '3': [], '4': [], '5': [11908], '6': [11235, 12804, 12581, 11622, 13817, 14332, 12606], '7': [7808, 9600, 4355, 3976, 4108, 6542, 8593, 6419, 7956, 6302, 3499, 446, 5440, 5831, 12887, 6616, 10586, 12899, 13033, 11891, 12796]}
AP21058;AP21058;AP21058;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': [], '6': [], '7': []}
AP21062;AP21062;AP21062;;;2;;;5;;;;;;1;;;1;;;;;;;;;9;0;0;9;{'1': [3984, 3985], '2': [4545, 9110], '3': [], '4': [5718], '5': [11640], '6': [12160, 14884, 12006, 13550, 14462], '7': [9415, 9064, 1843, 4276, 10611, 11063, 8890, 2492]}
AP21072;AP21072;AP21072;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': [], '6': [], '7': []}
AP21073;AP21073;AP21073;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': [], '6': [], '7': []}
AP21078;AP21078;AP21078;;;270;;;;;;30;;;2041;;;1215;;;480;60;;;;;4036;60;0;4096;{'1': [4566], '2': [], '3': [10507], '4': [6647, 14151, 10633, 6282, 4459, 14154, 9390, 337, 10836, 9014, 2873, 6201, 6364, 8732, 8446], '5': [513, 8801, 10338, 8773, 14730, 2510, 10095, 2672, 9232, 8408, 8669], '6': [704, 4417, 5319, 10831, 1906, 1912, 8315, 12284], '7': [8733, 4806, 4839, 9096, 11563, 909, 11085, 5649, 1715, 11007, 3253, 10967, 1081, 5183, 255]}
AP21082;AP21082;AP21082;;;300;;;718;;;1260;;;480;;;660;420;;1371;930;;;;;4789;1350;0;6139;{'1': [11970, 4162, 9511, 9514, 6995], '2': [289, 10146, 11684, 13477, 14117, 12972, 11572, 13371, 12605, 11718, 12491, 14032, 13143, 11109, 10726, 9835, 14188, 9837, 12401, 13436], '3': [6017, 14992, 1428, 5275, 5276, 4635, 1534, 9386, 10798, 11185, 10809, 12218, 6459, 11709, 4286, 4543, 65, 1232, 11089, 10962, 596, 11479, 14939, 7019, 8050, 6522, 3838, 11647], '4': [482, 10953, 10942, 8974, 8687, 625, 8860, 94], '5': [10883, 3590, 12166, 14599, 14731, 1175, 14999, 13467, 13086, 12447, 14506, 12593, 13498, 10683, 958, 13377, 12482, 12486, 11865, 14425, 13792, 7530, 14443, 12525, 13943, 12798], '6': [9857, 4226, 5123, 8834, 8325, 7817, 2570, 7693, 782, 7822, 7057, 9619, 7828, 1181, 7455, 9632, 289, 7841, 3497, 6313, 299, 2987, 8878, 9264, 7089, 1202, 4661, 58, 4539, 9659, 8253, 1479, 9546, 9674, 8273, 8150, 4440, 6234, 7006, 4447, 6753, 1123, 1508, 9829, 359, 9844, 374, 7543, 9849, 9594, 4220, 8447], '7': []}
AP21085;AP21085;AP21085;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': [], '6': [], '7': []}
AP21087;AP21087;AP21087;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': [], '6': [], '7': []}
AP21088;AP21088;AP21088;;;3;;;5;;;3;;;4;;;3;;;3;;;;;;21;0;0;21;{'1': [784, 779, 789], '2': [10192, 8690, 4373], '3': [13836, 9926], '4': [14817, 2834, 3269, 14838], '5': [14611, 155, 7613], '6': [12087, 8750, 8807], '7': [4928, 8385, 6914, 12971, 6135, 1789]}
AP21089;AP21089;AP21089;;;40;;;50;;;428;;;41;;;150;;;145;;;;;;854;0;0;854;{'1': [2504, 2592], '2': [4873, 219, 6911], '3': [4765, 7335, 13002, 14954, 7694, 4657, 10322, 9021, 12094], '4': [13408, 11835, 5198], '5': [10467, 12324, 6663], '6': [3650, 13861, 7142, 13031, 5992, 12523, 14540, 10639, 7120, 11124, 12406, 7160, 5402, 11323], '7': [12929, 12169, 10124, 9233, 5013, 12312, 6430, 4899, 39, 2090, 10794, 11564, 4399, 9776, 1971, 185, 10427, 3519, 9156, 10566, 3541, 10709, 7897, 10223, 7537, 12794]}
AP21103;AP21103;AP21103;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': [], '6': [14859], '7': [6196]}
AP21104;AP21104;AP21104;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': [], '6': [], '7': []}
AP21106;AP21106;AP21106;;;;;;;;;;;;;;;30;;;;90;;;;;30;90;0;120;{'1': [], '2': [], '3': [], '4': [], '5': [14796], '6': [96, 4644, 9964], '7': [2120, 9268]}
AP21108;AP21108;AP21108;;;;;;;;;;;;;;;;60;;180;270;;;;;180;330;0;510;{'1': [], '2': [], '3': [], '4': [], '5': [13533], '6': [2752, 6080, 8924, 9444, 8240, 6937, 7996, 10014], '7': [9878]}
AP21109;AP21109;AP21109;;;240;;;30;;;90;;;;;;;;;;;;;;;360;0;0;360;{'1': [8112, 6083, 12559], '2': [14943], '3': [4487], '4': [], '5': [], '6': [11225, 13658, 14545, 14318], '7': [1635, 11300, 5766, 7409, 5714, 12150, 5499]}
AP21111;AP21111;AP21111;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': [], '6': [], '7': [10927]}
AP21112;AP21112;AP21112;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': [], '6': [], '7': []}
AP21114;AP21114;AP21114;;;45;;;54;;;33;;;63;;;51;5;;24;1;;;;;270;6;0;276;{'1': [7040, 5125, 1934, 9618, 9619, 10268, 4256, 6438, 3623, 6825, 12971, 13614, 10543, 11312, 13998, 5305, 14779, 7613, 2881, 5953, 12239, 6737, 2002, 2657, 3689, 5354, 1517, 10605, 3444, 4470, 8439, 9462, 5370], '2': [4993, 2306, 7681, 3717, 12807, 2060, 14997, 12310, 7959, 8472, 9371, 9374, 9247, 14244, 7079, 1832, 9000, 12337, 14903, 11066, 10299, 11709, 8897, 5698, 8386, 5060, 3911, 1992, 7497, 10951, 8523, 13387, 13772, 8146, 12370, 1237, 3933, 5085, 1373, 8287, 8415, 2155, 3948, 7659, 14573, 6511], '3': [12288, 6796, 9868, 14479, 3473, 7575, 14489, 14113, 4906, 430, 8624, 14513, 3509, 12220, 6717, 12999, 4049, 1234, 13017, 12000, 485, 14697, 3701, 1912], '4': [11140, 13574, 13319, 5260, 14092, 14221, 7951, 1425, 14481, 9495, 11289, 7450, 7963, 14490, 1440, 10656, 2086, 4392, 11816, 8618, 11050, 11562, 7854, 2224, 5556, 11128, 2359, 5562, 4546, 5837, 13521, 14420, 10841, 13530, 2523, 8667, 14428, 1376, 2788, 13284, 10217, 2154, 13417, 13676, 1647, 7922, 2548, 13430, 2295, 9336, 13183], '5': [9863, 2698, 9483, 2188, 2320, 10898, 1299, 8086, 919, 13982, 10914, 12837, 1589, 13883, 1724, 2751, 63, 11840, 13639, 10953, 10954, 10191, 14159, 724, 7638, 6359, 6235, 12124, 14175, 11367, 1002, 14187, 5998, 10351, 10353, 9590, 11260, 6909, 10878], '6': [4353, 3, 3076, 3204, 5649, 7328, 3879, 7341, 4270, 12592, 4273, 569, 6715, 2493, 14911, 5189, 5321, 6478, 2641, 851, 3671, 1243, 2662, 5872, 2940, 3583], '7': [6881, 5639, 12269, 12951, 7960]}
AP21115;AP21115;AP21115;;;21;;;27;;;21;;;42;;;31;;;17;;;;;;159;0;0;159;{'1': [513, 14593, 2568, 8587, 910, 8721, 275, 9128, 14512, 2609, 6964, 14140, 9026, 10448, 14160, 1363, 12501, 3174, 1901], '2': [9090, 6407, 8075, 9228, 6671, 161, 7465, 2487, 7487, 8134, 8646, 9031, 204, 6100, 4183, 5340, 4963, 8548, 7525, 7917, 4334, 2673, 5363], '3': [10113, 12559, 13718, 9879, 12314, 9886, 14111, 10279, 2857, 7209, 13359, 6971, 5947, 10047, 11345, 11358, 10210, 9832, 6250, 3693, 9724], '4': [2816, 7811, 13827, 1799, 3464, 1801, 11149, 12561, 3230, 11295, 2978, 1188, 3750, 1191, 2983, 12198, 12333, 5806, 3260, 1468, 14142, 8129, 14145, 3792, 5713, 12627, 14035, 1237, 9302, 12373, 14680, 1754, 7514, 2525, 5727, 13023, 11361, 10981, 2151, 3694, 12790, 1146], '5': [7810, 8196, 11654, 12299, 8204, 8974, 4496, 8983, 2717, 4774, 8873, 5419, 4653, 7985, 5554, 3258, 2362, 4285, 2502, 7878, 13390, 79, 13646, 6481, 5595, 5601, 4583, 3177, 8681, 4984, 13818], '6': [13442, 5131, 12, 659, 5013, 8472, 549, 5670, 4535, 4281, 8639, 2383, 9435, 10844, 228, 11236, 2411, 6770, 7927], '7': [2400, 8209, 6565, 7143]}
AP21117;AP21117;AP21117;;;1;;;7;;;5;;;;;;13;;;27;;;;;;53;0;0;53;{'1': [8586], '2': [5729, 7619, 5799, 9097, 14125, 4563, 6617], '3': [1361, 14659, 7669, 8367], '4': [], '5': [8835, 13834, 14701, 12144, 12145, 12082, 12630, 4792, 11935], '6': [7810, 8972, 13198, 1681, 12178, 3735, 6939, 428, 14511, 434, 12219, 14525, 6208, 13898, 2507, 9824, 9313, 6242, 3693, 8048, 8434, 12283, 2430, 14335], '7': [6529, 648, 6154, 13069, 8336, 12447, 1955, 9379, 8741, 12466, 2489, 6463, 703, 10580, 12643, 5605, 2664, 12777, 3704]}
AP21118;AP21118;AP21118;;;44;;;49;;;38;;;191;;;92;;;20;;;;;;434;0;0;434;{'1': [3014, 9647, 9551, 276, 3033, 14175], '2': [2304, 8164, 517, 8049, 1586, 4567, 7166, 8767], '3': [9445, 1256, 1065, 12844, 3387], '4': [3203, 11398, 12812, 7700, 1813, 7709, 11038, 14757, 14134, 14135, 1208, 2362, 8124, 8138, 3021, 2510, 13006, 2898, 11090, 14034, 6101, 8154, 13659, 2524, 3043, 2928, 14704, 2418], '5': [2208, 8482, 3556, 5223, 2953, 3561, 7984, 8752, 10738, 13876, 3093, 4376, 2715], '6': [3561, 1555, 12636, 5345], '7': [5363, 7172]}
AP21119;AP21119;AP21119;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': [], '6': [], '7': []}
AP21120;AP21120;AP21120;;;;;;;;;;;;;;;;;;3;;;;;;3;0;0;3;{'1': [], '2': [], '3': [], '4': [], '5': [], '6': [12679, 10497, 12030, 10007], '7': [12858]}
AP21121;AP21121;AP21121;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': [], '6': [], '7': []}
AP21122;AP21122;AP21122;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': [], '6': [11349], '7': [10827]}
AP21123;AP21123;AP21123;;;41;;;34;;;16;;;34;;;24;;;27;7;;;;;176;7;0;183;{'1': [3104, 11840, 2230, 12120, 95], '2': [2401, 2863, 4753, 4316, 4319], '3': [9537, 9905, 1557], '4': [10027, 13298, 5627, 9156], '5': [5776, 12864, 12989], '6': [13733, 583, 1001, 13835, 11085, 878, 12430, 12557, 14037, 8631, 14749], '7': [13056, 2567, 10759, 1805, 12943, 11280, 5138, 11666, 10652, 12068, 4390, 5940, 2615, 7099, 9788, 8259, 6597, 7367, 2504, 8396, 6862, 3930, 2781, 10346, 10858, 1516, 11252, 2294, 8191]}
AP21124;AP21124;AP21124;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': [], '6': [], '7': []}
AP21134;AP21134;AP21134;;;810;;;774;;;475;;;562;;;570;30;;299;150;;;30;;3490;210;0;3700;{'1': [4897, 12515, 7588, 14728, 11401, 4396, 5071, 14621, 14902, 12728, 1370, 11676, 4509, 14781], '2': [8192, 5092, 6374, 7752, 12488, 3627, 3436, 4076, 12365, 3730, 4082, 2996, 12883, 13334, 9623, 13876, 3513, 2780], '3': [9729, 5891, 6851, 8200, 9771, 7471, 5457, 7953, 9746, 2876, 14876, 6430, 14751], '4': [10372, 645, 4582, 6501, 6887, 4554, 4111, 6516, 341, 54, 5782, 5406], '5': [6754, 3139, 5259, 2700, 5804, 8492, 9453, 13753, 4693, 5079, 1913, 5081], '6': [6528, 3618, 809, 3278, 3726, 9522, 4885, 1463, 2110, 6267, 5853, 2974], '7': [4883, 163]}
AP21141;AP21141;AP21141;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': [], '6': [], '7': []}
AP21143;AP21143;AP21143;;;54;;;;;;210;;;150;;;180;;;;;;;;;594;0;0;594;{'1': [12726, 12550], '2': [], '3': [7122, 1995, 2383], '4': [6331, 9670], '5': [4115], '6': [13980], '7': [2068]}
AP21148;AP21148;AP21148;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': [], '6': [11249], '7': []}
AP21173;AP21173;AP21173;;;16;;;7;;;5;;;4;;;2;;;7;;;;;;41;0;0;41;{'1': [2538, 780, 5261, 785, 790, 14966, 1112, 9273, 14941], '2': [8974, 2130, 5491, 5206, 7322], '3': [11374, 10215], '4': [10962, 2095], '5': [8051, 1726], '6': [5866, 421, 4222, 429], '7': [4192, 4723, 580, 7198]}
AP21175;AP21175;AP21175;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': [], '6': [], '7': []}
